identifier,notify_party_name,notify_party_address_1,notify_party_address_2,notify_party_address_3,notify_party_address_4,city,state_province,zip_code,country_code,contact_name,comm_number_qualifier,comm_number
20180101600,"M S INTERNATIONAL,INC.",2095 N.BATAVIA STREET ORANGE,CALIFORNIA USA 92865,TEL:714 685 7500,,1-7146857500 TEL,EX,1-714685,76,,,
20180101601,IKEA PURCHASING SERVICES (US) INC,3200 HORIZON DR. #120 SUITE G10,"KING OF PRUSSIA, PA 19406 UNITED ST",ATTN: CUSTOMS DEPARTMENT,,1-6092611220 TEL,EX,1-609265,84,,,
20180101602,IKEA PURCHASING SERVICES (US) INC,3200 HORIZON DR. #120 SUITE G10,"KING OF PRUSSIA, PA 19406 UNITED ST",ATTN: CUSTOMS DEPARTMENT,,1-4848039015,,,,,,
20180101605,APAVISA PORCELANICO SL,"CTRA. CASTELLON-SAN JUAN DE MORO,HM",,,,SAN JUAN DE MORO,12,12130,ES,,,
20180101606,"NISSIN INTL TRANSPORT USA, INC",172-47 BAISLEY BLVD,"JAMAICA, NY 11434",TEL:718-723-7515,,,,,,,,
20180101607,"NISSIN INTL TRANSPORT USA, INC",172-47 BAISLEY BLVD,"JAMAICA, NY 11434",TEL: 718-723-7515,,,,,,,,
20180101608,FASTBOLT CAROLINA LLC,"127 HOLLOW DRIVE,","PIEDMONT, SC 29673 U.S.A.",,,,,,,,,
20180101609,FASTBOLT CAROLINA LLC,"127 HOLLOW DRIVE,","PIEDMONT, SC 29673 U.S.A.",,,,,,,,,
20180101610,FASTBOLT CAROLINA LLC,"127 HOLLOW DRIVE,","PIEDMONT, SC 29673 U.S.A.",,,,,,,,,
20180101611,FASTBOLT NORTH CAROLINA,311 BERT WINSTON RD YOUNGSVILLE,NC 27596,TEL:919 562 0700 FAX:919 562 0719,,,,,,,,
20180101612,FASTBOLT CORP.,"200 LOUIS STREET,",SOUTH HACKENSACK NJ 07606 USA,,,,,,,,,
20180101613,FASTBOLT CAROLINA LLC,"127 HOLLOW DRIVE,","PIEDMONT, SC 29673 U.S.A.",,,,,,,,,
20180101614,GABBY HOME,ATTN : WILLIAM WHITE,3140 PELHAM PARKWAY,"PELHAM, AL 35124 USA",,,,,,,,
20180101615,"AUTOPARTSOURCE, LLC",1689 ATLANTIC STREET,"UNION CITY, CA 94587",,,UNION CITY,CA,94587,US,,,
20180101617,HOMESTAR NORTH AMERICA,607 MEACHAM RD,,,,STATESVILLE,NC,28677,US,,,
20180101620,"MS INTERNATIONAL,INC.","2095 N.BATAVIA STREET,ORANGE,",CA 92865,TEL: (714) 685-7500,,1-7146857500 TEL,EX,1-714685,76,,,
20180101622,AUTOPARTSOURCE,4605 CAROLINA AVENUE,,,,"RICHMOND,",VA,23222,US,,,
20180101623,JOHN M.BRINING,202 CONGRESS STERRT P O BOX 403,"MOBILE,AL,36603,US",,,,,,,,,
20180101624,PIER 1 IMPORTS (U.S.) INC.,INTL. TRANSPORTATION DEPT.,100 PIER 1 PLACE,"FORT WORTH, TX 76102",,1-8178788000,,,,,,
20180101625,PIER 1 IMPORTS (U.S.) INC.,INTL. TRANSPORTATION DEPT.,100 PIER 1 PLACE,"FORT WORTH, TX 76102",,1-8178788000,,,,,,
20180101628,"EXPEDITORS CANADA,INC.","6700 COTE DE LIESSE,SUITE 501",VILLE ST-LAURENT QUEBEC H4T 2B5,CANADA,,,,,,,,
20180101630,VANDEGRIFT FORWARDING COMPANY INC.,"20 SOUTH CHARLES STREET, SUITE 501","BALTIMORE,MD,21201,US",,,,,,,,,
20180101631,AUDIO TECHNICA US INC,1221 COMMERCE DR,,,,STOW,OH,44224,US,,,
20180101632,PMK INTERNATIONAL LLC,"1107 SW GRADY WAY BLDG B, STE","120 RENTON, WA 98057",UNITED STATES OF AMERICA,,,,,,,,
20180101634,HECNY TRANSPORTATION(USA)INC - LAX,"19550 S.DOMINGUEZ HILLS DRIVE,","RANCHO DOMINGUEZ, CA 90220.",TEL:562-616-7888 FAX:562-616-7895,,,,,,,,
20180101635,GLOBAL TRANSPORTATION SVC INC,2201 SIXTH AVE SOUTH,,,,SEATTLE,WA,98134,US,DISPATCH,,
20180101637,POWERTRAC MACHINERY,7181 N.W. 77TH AVENUE,"MIAMIA,FL 33166,USA",,,,,,,,,
20180101638,TBC CORPORATION INC,"4300 TBC WAY PALM BEACH GARDENS,",FL 33410,,,,,,,,,
20180101639,TBC CORPORATION INC,"4300 TBC WAY, PALM BEACH GARDENS,",FL 33410 U.S.A.,,,,,,,,,
20180101640,TBC CORPORATION INC,"4300 TBC WAY, PALM BEACH GARDENS,",FL 33410 U.S.A.,,,,,,,,,
20180101643,EUROPEAN AMERICAN ARMORY,CORP H1426/1428 KING ST,COCOA FL 32922,USA,,,,,,,,
20180101644,UNTO THE ORDER OF EASTERN BANK LTD,"10 DILKUSHA C A, JIBON BIMA BHABAN","DHAKA-1000,BANGLADESH",,,,,,,,,
20180101644,"ZONE SOLUTIONS,LLC","FTZ ADMINISTRATION,1 INDIANA SQUARE","SUITE 1350,INDIANAPOLIS,",IN 46204,,,,,,,,
20180101646,UNTO THE ORDER OF,EXPORT IMPORT BANK OF BANGLADESH LT,"AGRABAD BRANCH,","CHITTAGONG-4000,BANGLADESH",,,,,,,,
20180101646,"ZONE SOLUTIONS,LLC","FTZ ADMINISTRATION,1 INDIANA SQUARE","SUITE 1350,INDIANAPOLIS,",IN 46204,,,,,,,,
20180101647,UNTO THE ORDER OF PRIME BANK LTD,ISLAMIC BANKING BRANCH,"19,DILKUSHA C A,DHAKA-1000,",BANGLADESH,,,,,,,,
20180101647,"ZONE SOLUTIONS,LLC","FTZ ADMINISTRATION,1 INDIANA SQUARE","SUITE 1350,INDIANAPOLIS,",IN 46204,,,,,,,,
20180101648,UNTO THE ORDER OF BANK ASIA LIMITED,MOHAKHALI BRANCH,"82,MOHAKHALI C A","DHAKA-1212,BANGLADESH",,,,,,,,
20180101648,"ZONE SOLUTIONS,LLC","FTZ ADMINISTRATION,1 INDIANA SQUARE","SUITE 1350,INDIANAPOLIS,",IN 46204,,,,,,,,
20180101649,"M S INTERNATIONAL,INC","2095 N.BATAVIA ST.,ORANGE,CA 92865",TEL/FAX:714-6857641,,,1-7146857500 TEL,EX,1-714685,76,,,
20180101650,BRILLIANT GROUP LOGISTICS CORP.,159 NORTH CENTRAL AVE,"VALLEY STREAM,NY 11580,U.S.A",T:516-599-2406 F:516-599-0528,E-MAIL: ARRIVALNOTICE.NY,,,,,,,
20180101652,BDP INTERNATIONAL-LAX,1010 KNOX STREET,,,,TORRANCE,CA,90502,US,,,
20180101653,UNTO THE ORDER OF PUBALI BANK LTD,"MOTIJHEEL BRANCH, SENAKALYAN VHABAN","195,MOTIJHEEL C A,","DHAKA-1000,BANGLADESH",,,,,,,,
20180101653,"ZONE SOLUTIONS,LLC","FTZ ADMINISTRATION,1 INDIANA SQUARE","SUITE 1350,INDIANAPOLIS,",IN 46204,,,,,,,,
20180101655,PERIMETER GLOBAL LOGISTICS,6321 EMPEROR DRIVE SUITE 202 ORLAND,32809 GLENN.MANFRIN@SHIPPGL.COM,,,,,,,,,
20180101658,"GOLDEN BRIDGE INTERNATIONAL, INC.","733 9TH AVE, CITY OF INDUSTRY, CA",91745,TEL: (626) 810-0688,FAX: (626) 810-0399,,,,,,,
20180101659,MAGNIFICENT SEVEN LLC DBA DEEP STEE,P,P2671 FORT TRENHOLM RD,,,JOHNS ISLAND,SC,29455,US,,,
20180101661,HOME DEPOT PRODUCT AUTHORITY LLC,2455 PACES FERRY ROAD,"ATLANTA, GA 30339, UNITED STATES",,,1-8888129357 TEL,EX,1-888812,93,,,
20180101662,HOME DEPOT PRODUCT AUTHORITY LLC,2455 PACES FERRY ROAD,"ATLANTA, GA 30339, UNITED STATES",,,1-8888129357 TEL,EX,1-888812,93,,,
20180101669,"TBX TECHNOLOGY,INC",1801 HIGHLAND AVE STE I,DUARTE CA 91010,USA,,,,,,,,
20180101670,VOGUE GROUP INC,550 SMITH STREET FARMINGDALE,NEW YORK NY 11735,USA,,,,,,,,
20180101671,VOGUE GROUP INC,550 SMITH STREET FARMINGDALE,NEW YORK NY 11735,USA,,,,,,,,
20180101672,VOGUE GROUP INC,550 SMITH STREET FARMINGDALE,NEW YORK NY 11735,USA,,,,,,,,
20180101674,TECKREZ INC.,"1571 SANDY SPRINGS DR,ORANGE PARK,F","L 32003,USA,ORANGE PARK,FLORIDA,UNI",TED STATES,,,,,,,,
20180101675,TRANSLINK SHIPPING INC.-NEW YORK,149-35 177 STREET SUITE 201,"JAMAICA, NY 11434",TEL:(718)656-1688 FAX:(718)244-73,,1-7186561688 TEL,EX,1-718244,73,,,
20180101677,DF YOUNG INC,176 20 147TH AVENUE JAMAICA NY 1143,4 PHONE 718 656 8484 EXT 15 FX 718,656 8656,,,,,,,,
20180101683,SCHENKER OF CANADA LIMITED,SUITE 3A-1030 WEST GEORGIA STREET,"VANCOUVER,B.C.V6E 2Y3",PHONE(604)6888511,,1-6046230804 TEL,EX,1-604628,47,,,
20180101685,"APEX MARITIME CO. (ORD), INC.","1900 E. GOLF ROAD, SUITE# 1105","SCHAUMBURG,IL 60173 UNITED",STATES TEL:630-227-9818 FAX:,,1-6302279818 TEL,EX,1-630227,98,,,
20180101689,"AQUA STAR USA CORP.,","2025 FIRST AVENUE, SUITE 200,","SEATTLE, WA 98121,",U.S.A.,,,,,,,,
20180101690,SKYLINE DESIGN,4940 NW 167 STREET,MIAMI FL 33014,,,,,,,,,
20180101691,"AUTOMOTIVE ALLIANCE, LLC","4050 NW 126 AVE, SUITE 100,","CORAL SPRINGS, FL 30065",,,,,,,,,
20180101692,M S PACIFIC CORAL SEAFOOD CO.INC,2240 NE 2ND AVE,"MIAMI, FLORIDA 33137",USA,,,,,,,,
20180101693,"AQUA STAR USA CORP.,","2025 FIRST AVENUE, SUITE 200,","SEATTLE, WA 98121,",U.S.A.,,,,,,,,
20180101694,OCEAN WORLD VENTURES LLC,"1700 W.CORTLAND ST.STE 201,","CHICAGO,IL 60622,U.S.A.",TEL 312-878-1602,,,,,,,,
20180101695,ALPHA BROKERS CORP.,2875 NW 82 AVE,"MIAMI, FL 33122",PH 305 -594-9290,,,,,,,Telephone Number,FAX 305 -406-0350
20180101696,COAST TO COAST IMPORTING,"11801 NW 102ND ROAD, SUITE 4,","MEDLEY, FLORIDA 33178.",MIKE.KINGCRAB@GMAIL.COM,,,,,,,Telephone Number,TEL 305-885-2977
20180101697,COAST TO COAST IMPORTING,"11801 NW 102ND ROAD, SUITE 4,","MEDLEY, FLORIDA 33178.",MIKE.KINGCRAB@GMAIL.COM,,,,,,,Telephone Number,TEL 305-885-2977
20180101698,"PACIFIC CORAL SEAFOOD CO., INC","2240, NE 2ND AVE, MIAMI,","FLORIDA-33137, USA.",TEL 001-305-573-8280,,,,,,,Telephone Number,FAX 001-305-573-5882
20180101699,COAST TO COAST IMPORTING,"11801 NW 102ND ROAD, SUITE 4,","MEDLEY, FLORIDA 33178.",MIKE.KINGCRAB@GMAIL.COM,,,,,,,Telephone Number,TEL 305-885-2977
20180101700,COAST TO COAST IMPORTING,"11801 NW 102ND ROAD, SUITE 4,","MEDLEY, FLORIDA 33178.",MIKE.KINGCRAB@GMAIL.COM,,,,,,,Telephone Number,TEL 305-885-2977
20180101701,"AQUA STAR USA CORP.,","2025 FIRST AVENUE, SUITE 200,","SEATTLE, WA 98121,",U.S.A.,,,,,,,,
20180101702,"CHICKEN OF THE SEA FROZEN FOODS,","222 N.SEPULVEDA BLVD,","SUITE 1550, EL-SEGUNDO,","CA 90245, USA.",,,,,,,,
20180101703,COAST TO COAST IMPORTING,"11801 NW 102ND ROAD, SUITE 4,","MEDLEY, FLORIDA 33178.",MIKE.KINGCRAB@GMAIL.COM,,,,,,,Telephone Number,TEL 305-885-2977
20180101704,COAST TO COAST IMPORTING,"11801 NW 102ND ROAD, SUITE 4,","MEDLEY, FLORIDA 33178.",MIKE.KINGCRAB@GMAIL.COM,,,,,,,Telephone Number,TEL 305-885-2977
20180101707,SAME AS CONSIGNEE,NO ADDRESS,,,,,,,,,,
20180101714,UNION LOGISTICS,"950 S HATCHER AVE,",CITY OF INDUSTRY CA 91789,USA,,,,,,,,
20180101716,WORLDBRIDGE LOGISTICS,22 CENTURY BLVD SUITE 510,NASHVILLE TN 37214 UNITED STATES,,,,,,,,,
20180101717,EXPEDITORS INTL OF WA INC,506 E. DALLAS RD,SUITE 400,GRAPEVINE TX 76051,,,,,,,,
20180101718,ONE STOP CUSTOMS BROKERS INC,1502A WEST ARTESIA SQUARE,,GARDENA CA90248,,,,,,,,
20180101719,IMPERIAL INTER-FREIGHT INC.,SUITE 205 175-01 ROCKAWAY BLVD.,JAMAICA NY,UNITED STATES,,,,,,,,
20180101720,ONE STOP CUSTOMS BROKERS INC.,1502A WEST ARTESIA SQUARE,"GARDENA,CA 90248",,,,,,,,,
20180101722,EXPEDITORS INTERNATIONAL OF WASHING,SUITE 100 2544 EAST LANDSTREET ROAD,ORLANDO FL 32824,UNITED STATES,,,,,,,Telephone Number,8167234 8167234
20180101722,"TAMPA MAID FOODS, LLC",1110 COUNTY LINE ROAD,LAKELAND FL 33815,UNITED STATES,,,,,,,Telephone Number,6884552
20180101723,EXPEDITORS INTERNATIONAL OF WASHING,SUITE 100 2544 EAST LANDSTREET ROAD,ORLANDO FL 32824,UNITED STATES,,,,,,,Telephone Number,8167234 8167234
20180101723,"TAMPA MAID FOODS, LLC",1110 COUNTY LINE ROAD,LAKELAND FL 33815,UNITED STATES,,,,,,,Telephone Number,6884552
20180101726,ROOMS TO GO,CUSTOMS HOUSE BROKER-NISHA SEVILLA,11540 HIGHWAY 92 EAST,"SEFFNER,FL 33584",TEL_813-635-3136 FAX_813-621-0173,,,,,,,
20180101729,GAC ENERGY & MARINE SERVICES LLC,16200 CENTRAL GREEN BOULEVARD,HOUSTON TX 77032,UNITED STATES,,,,,,,Telephone Number,6601650 5838088
20180101730,MARINSA INTERNATIONAL INC,"12250 S.W 133 COURT MIAMI FL, UNITE",D STATES POSTAL:33186,.,,,,,,,,
20180101734,UPS-SCS,2031 S. CENTENNIAL AVE,AIKEN SC 29803 UNITED STATES,,,,,,,,,
20180101735,ICON HEALTH & FITNESS,1500 SOUTH 1000 WEST,LOGAN UT 84321 UNITED STATES,,,,,,,,,
20180101735,DAMCO CUSTOMS SERVICES INC.,5011 FIRESTONE PLACE,SOUTH GATE CA 90280 UNITED STATES,,,,,,,,,
20180101736,ICON HEALTH & FITNESS,1500 SOUTH 1000 WEST,LOGAN UT 84321 UNITED STATES,,,,,,,,,
20180101736,DAMCO CUSTOMS SERVICES INC.,5011 FIRESTONE PLACE,SOUTH GATE CA 90280 UNITED STATES,,,,,,,,,
20180101737,ICON HEALTH & FITNESS,1500 SOUTH 1000 WEST,LOGAN UT 84321 UNITED STATES,,,,,,,,,
20180101737,DAMCO CUSTOMS SERVICES INC.,5011 FIRESTONE PLACE,SOUTH GATE CA 90280 UNITED STATES,,,,,,,,,
20180101738,QUICK MASTER EXPRESS USA CORP,2160 N CENTRAL RD.STE 206C,"FORT LEE, NJ 07024",USA,,,,,,,,
20180101739,"AMERICAN KENDA RUBBER IND.CO.,LTD.",STHOMAS@KENDAUSA.COM,CHSIEH@KENDAUSA.COM,,,,,,,,,
20180101741,MIQ LOGISTICS,2077 CONVENTION CENTER CONCOURSE,SUITE 200,"ATLANTA, GA 30337",,,,,,,Telephone Number,T 770 809 3473 F 770 996 693
20180101742,"SUMITOMO RUBBER NORTH AMERICA, INC.","8656 HAVEN AVE., RANCHO CUCAMONGA,",CA 91730,IMPORTS FALKENTIRE.COM,RANCHO CUCAMONGA CA,,,,,,,
20180101743,GLOBAL CONTAINER LINE INC,"C O GLOBAL TRANSPORTATION SERVICES,",INC.(MINNEAPOLIS) 305 BRIDGEPOINT,"DRIVE, SUITE 150 SOUTH SAINT PAUL,",SOUTH ST PAUL MN,,,,,,,
20180101747,INTERNATIONAL LOGISTICS ASSOCIATES,LLC.,"525 MILLTOWN ROAD,SUITE 305,","NORTH BRUNSWICK, NJ 08902 USA",,,,,,,Telephone Number,TEL 1-732-422-5016
20180101749,APEX MARITIME CO. INC.,206 UTAH AVE SOUTH SAN FRANCISCO CA,94080 UNITED STATES,,,,,,,,,
20180101750,EFL CONTAINER LINES LLC,2100 NW 97TH AVENUE. SUITE 100,"FLORIDA ,UNITED STATES,33172",,,,,,,,,
20180101751,MALABAR FOOD PRODUCT,21175 S MAIN STREET,E1-UNIT C,CARSON CA 90745,USA,,,,,,,
20180101752,DAWN FREIGHT INC,"4428-4430 NW 74 AVE MIAMI, FL 33166","TEL:305-597-1545,FAX:305-597-9769",,,,,,,,,
20180101756,"GOOD2GROW, INC.","2859 PACES FERRY ROAD, SUITE 2100,","ATLANTA, GA 30339,USA",,,,,,,,,
20180101757,SAME AS CONSIGNEE,,,,,,,,,,,
20180101760,BRILLIANT GROUP LOGISTICS CORP.,159 NORTH CENTRAL AVE,"VALLEY STREAM,NY 11580,U.S.A",T 516-599-2406 F 516-599-0528XX,,,,,,,,
20180101761,SCHNEIDER ELECTRIC IT CORP.,1660 SCIENCE AVE,,,,COSTA MESA,CA,92626,US,,Telephone Number,+17145571636
20180101762,"MEIKO AMERICA, INC.","19600 MAGELLAN DR. TORRANCE, CA.","90502, U.S.A.",TEL +1-310-483-7400,FAX +1-310-483-7404,,,,,,,
20180101765,SUPERIOR BROKERAGE SERVICES INC.,"430 PLAZA DRIVE, SUITE B","ATLANTA, GA 30349",ATTN: PAUL GUSTINE,CELL: 404 825 6868,,,,,,,
20180101766,TRANSLINK SHIPPING INC.-NEW YORK,149-35 177 STREET SUITE 201,"JAMAICA, NY 11434",TEL 718 656-1688 FAX 718 244-7360,,,,,,,Telephone Number,ATTN MS. SARAH CHEN
20180101767,TRANSFREIGHT EXPRESS LINES,UNIT 14-20 2792 NATIONWIDE PARKWAY,BRUNSWICK OH 44212,UNITED STATES,,,,,,,Telephone Number,2732255 2203134
20180101769,UNID OCEAN TRANSPORT INC.,"9660 FLAIR DR.,SUITE 498","EL MONTE,CA 91731",TEL 626-454-5100 FAX 626-454-2600,,,,,,,,
20180101770,UNID OCEAN TRANSPORT INC.,"9660 FLAIR DR.,SUITE 498","EL MONTE,CA 91731",TEL 626-454-5100 FAX 626-454-2600,,,,,,,,
20180101772,HOUSE OF SPICES (INDIA) INC,127-40 WILLETS POINT BOULEVARD,"FLUSHING, NY 11368-1506",U.S.A.,,,,,,,,
20180101773,DSV AIR & SEA INC. - I902,5950 HAZELTINE NATIONAL DR,SUITE 690,ORLANDO FL 32822,UNITED STATESXXX,,,,,,,
20180101774,OK CONTAINER SALES INC.,2707 E. VALLEY BLVD. STE305,WEST COVINA CA 91792,TEL1-626-912-5788,,,,,,,Telephone Number,FAX1-626-912-6188
20180101775,TOPOCEAN CONSOLIDATION SERVICE,(LOS ANGELES) INC 2727 WORKMAN MILL,CITY OF INDUSTRY CA 90601 UNITED ST,,,,,,,,,
20180101776,PMK INTERNATIONAL LLC,"BUILDING B, SUITE 120 1107 SW GRADY",RENTON WA 98057,UNITED STATES,,,,,,,Telephone Number,4391863 2419989
20180101777,PANALPINA INC. (USA),19409 KENSWICK DRIVE,,,,HUMBLE,TX,77338,US,,,
20180101778,"TT OCEAN LOGISTICS,LLC","10201 MW 112TH AVENUE,","SUITE 20 MIAMI,FLORIDA 33178",PH:305-863-0007 EXT. 1768,,1-3058630007 TEL,EX,1-305805,80,,,
20180101779,GREATING SHIPPING COMPANY,2225 W. COMMONWEALTH,ALHAMBRA CA 91803 UNITED STATES,,,,,,,,,
20180101780,"TRANSLINK SHIPPING,INC.-MIAMI","2539 N.W.72ND AVENUE MIAMI,",FL 33122,PH (305)599-2987,FAX (305)599-2240,,,,,,,
20180101781,US PACIFIC TRANSPORT INC,"36-36 MAIN STREET, 6/FLOOR UNIT 6R",FLUSHING/QUEENS NY 11354 UNITED STA,,,,,,,,,
20180101785,"M S INTERNATIONAL ,INC.","ADDRESS:2095 N.BATAVIA STREET,","ORANGE,CA 92865",TEL:(714)685-7500,,1-7146857500 TEL,EX,1-714685,76,,,
20180101789,EXPEDITORS INTL (PUERTO RICO) INC,MARTIN GONZALES INDUSTRIAL PARK,"BUILDING B-2, LOT 3",CAROLINA PR 00983,,1-7877507500 TEL,EX,1-787769,13,,,
20180101790,"MR AVELIN DAVID, ALAIN, D SIR E",C/O CROWN WORLWIDE PARIS CO.LTD,7 RUE GUSTAVE EIFFEL,78300 POISSY - FRANCE,,,,,,,Telephone Number,TEL : 01 30 06 79 47
20180101791,CH.DAUDRUY VAN CAUWENBERGHE FILS,RUE GEORGES VAN CAUWENBERGHE,ZONE INDUSTRIELLE DE PETITE SYNTHE,59640 DUNKERQUE - FRANCE,,,,,,,Telephone Number,TEL : 03.28.61.98.35
20180101792,CITY FURNITURE,6701 N.HIATUS ROAD,TAMARAC.FL 33321,CTC: RHONDA.SOCOL,,,,,,,Telephone Number,TEL: 954.597.2200 EXT: 7221
20180101792,DAMCO CUSTOMS SERVICES,9300 ARROWPOINT BLVD.,"CHARLOTTE, NC 28273",JENNIFER.SOTO DAMCO.COM,,,,,,,Telephone Number,T: (704) 571-2810
20180101793,OEC FREIGHT (MIAMI) INC.,"9905 N.W. 17TH STREET, SUITE 107","MIAMI, FL. 33172",TEL:305-4637007,,,,,,,Telephone Number,EMAIL:OPS.MIA OECGROUP.COM
20180101794,COASTER CO. OF AMERICA,12928 SANDOVAL STREET,"SANTA FE SPRINGS CA, 90670 USA.",CONTACT: BING XU,,,,,,,Telephone Number,TEL: 562-944-7899 EXT. 1158
20180101794,UPS SUPPLY CHAIN SOLUTIONS,19701 HAMILTON AVE. SUITE 250,"TORRANCE, CA 90502",TEL : 310-404-2849,,,,,,,Telephone Number,FAX : 310-404-2946
20180101795,COASTER CO. OF AMERICA,12928 SANDOVAL STREET,"SANTA FE SPRINGS, CA 90670 USA",CONTACT: BING XU,,,,,,,Telephone Number,TEL: 562-944-7899 EXT: 1158
20180101795,UPS SUPPLY CHAIN SOLUTIONS,19701 HAMILTON AVE. SUITE 250,"TORRANCE, CA 90502 USA",TEL: 310-404-2849 FAX: 310-404-2946,,,,,,,Telephone Number,ATTN: SHERRY LEE
20180101796,APEX MARITIME CO. INC.,206 UTAH AVE SOUTH SAN FRANCISCO CA,94080 UNITED STATES,,,,,,,,,
20180101797,APEX MARITIME CO. INC.,206 UTAH AVE SOUTH SAN FRANCISCO CA,94080 UNITED STATES,,,,,,,,,
20180101798,JERSEY WHOLESALE TIRE CORP,"1561 ROUTE 9 TOMS RIVER, NJ 08753",,,,,,,,,,
20180101800,BLACK''S TIRE & AUTO SERVICE,"30 BITMORE ROAD PO.BOX 919,",WHITEVILLE NC UNITED STATES 28472,,,,,,,,,
20180101801,"APEX MARITIME CO. (ORD), INC.","1900 E. GOLF ROAD, SUITE# 1105","SCHAUMBURG,IL 60173 UNITED",STATES,,1-9095948828 TEL,EX,1-909594,91,,,
20180101802,E. BELSER & CO.,115 MARTIN LANE,ELK GROVE VILLAGE IL 60007,USA,,,,,,,,
20180101803,"M/S WORLD TRADING COMPANY INC.,","6754 MELROSE LN. OKLAHOMA CITY,","OK. 73127, USA",,,1-4057871982 TEL,EX,1-405787,13,,,
20180101804,EXPEDITORS INTL OF WA INC,3101 YORKMONT ROAD,SUITE 2400,CHARLOTTE NC 28208,,,,,,,Telephone Number,U.S.A.
20180101805,LAMEX AGRIFOODS INC.,"80 SW 8TH STREET, SUITE 2800","MIAMI, FL 33130, USA.","MIAMI, MN 33130 US",,,,,,,,
20180101809,APEX MARITIME CO. LAX INC.,565 BREA CANYON RD.SUITE D,"WALNUT, CA 91789",TEL 909 594-8828 FAX 909 594-9199,,,,,,,,
