identifier,consignee_name,consignee_address_1,consignee_address_2,consignee_address_3,consignee_address_4,city,state_province,zip_code,country_code,contact_name,comm_number_qualifier,comm_number
20180101423,GULBRANDSEN PUERTO RICO,ROAD # 2 KM 25.2 BO. ESPINOSA,SAN JUAN,PR 00646 UNITED STATES,,,,,,,,
20180101424,AIRLIFT USA INC,11099 S.LA CIENEGA BLVD,"LOS ANGELES,",CA 90045 USA,,,,,,,,
20180101425,STARBUCKS COFFEE TRADING COMPANY,JOINTLY AND SEVERALLY WITH,"2401 UTAH AVE SOUTH SEATTLE, WA SEA",TTLE WA 98134 US,,,,,,,,
20180101427,"TOSOH SPECIALTY CHEMICALS USA, INC",1720 WINDWARD CONCOURSE SUITE 125,,,,ALPHARETTA,GA,30005,US,,,
20180101428,YUSEN LOGISTICS (AMERICAS) INC.,.,691 AIRPORT SOUTH PARKWAY COLLEGE,"PARK, GA - 30349 UNITED STATES",,,,,,,,
20180101429,"NESTOR REYES, INC.",MERCANTIL PLAZA BUILDING,#2 PONCE DE LEON AVE.,SUITE 501,,1-7872896465 TEL,EX,1-787289,64,,,
20180101430,"TOSOH SPECIALTY CHEMICALS USA, INC",1720 WINDWARD CONCOURSE SUITE 125,,,,ALPHARETTA,GA,30005,US,,,
20180101431,"TOSOH SPECIALTY CHEMICALS USA, INC",1720 WINDWARD CONCOURSE SUITE 125,,,,ALPHARETTA,GA,30005,US,,,
20180101432,"TOSOH SPECIALTY CHEMICALS USA, INC",1720 WINDWARD CONCOURSE SUITE 125,,,,ALPHARETTA,GA,30005,US,,,
20180101434,LF LOGISTICS USA LLC CHI,"1200 N. ARLINGTON HEIGHTS ROAD, SUI",ITASCA IL 60106 UNITED STATES,,,,,,,,,
20180101436,HOSEPOWER USA,50 INDUSTRIAL LOOP N,ORANGE PARK FL 32073 US,,,,,,,,,
20180101437,CHUNG HUA STONE KITCHEN INC,134-02 32 AVE,FLUSHING NY 11354,USA,,,,,,,,
20180101438,MARVOLUS MANUFACTURING CO,"220 NORTH WASHTENAW AVE,CHICAGO,IL","60612,",USA,,,,,,,,
20180101439,"FEHR BROS. INDUSTRIES, INC.","895 KINGS HIGHWAY,","SAUGERTIES, NY 12477 U.S.A.",SAUGERTIES NY,USA,,,,,,,
20180101441,DYMAK USA INC.,"1350 SOUTH SHEELER AVE.APOPKA, FL 3",2703,,,,,,,,,
20180101447,"TOSOH SPECIALTY CHEMICALS USA, INC",1720 WINDWARD CONCOURSE SUITE 125,,,,ALPHARETTA,GA,30005,US,,,
20180101448,WELLTON EXPRESS INC.,146-10 ROCKAWAY BLVD,"JAMAICA,NY 11436",JAMAICA NY,USA,,,,,,,
20180101449,"CHALLENGER OF AMERICA,INC.,","2200 N.COMMERCE PARKWAY,SUITE #200,","WESTON,FL 33326,USA.",,,,,,,,,
20180101452,"NIVEL PARTS & MANUFACTURING CO.,LLC",3510-1 PORT JACKSONVILLE PWY,"JACKSONVILLE,FL 32226 TEL:(904)",421-,,,,,,,,
20180101453,STAR ASIA INTERNATIONAL INC.,"208 CHURCH STREET DECATUR,",GA30030-3328 U.S.A.,TEL 404-7616900 FAX 404-7612999,E-MAIL ATTACHSTAR-TRACK.COM,,,,,,,
20180101455,LTL HOME PRODUCTS,"125 ROUTE 61, SCHUYLKILL HAVEN,","PA 17972, USA",TEL:570-3855470,,,,,,,,
20180101456,SDP ADVANCED POLYMER PRODUCTS,C O TEXAS STAR WAREHOUE 5200,EAST GRAND AVENUE,DALLAS TX 75223,DALLASTX75223 US,,,,,,,
20180101457,AGY HOLDING CORP,2558 WAGENER RD,"AIKEN 29801 SC, U.S.A.",,,,,,,,,
20180101458,HUMBER MOTORS FORD,P.O BOX 698 45 CONFEDERATION DRIVE,,,,CORNER BROOK,,,CA,,,
20180101459,"BARR DISPLAY COMPANY LLC,",DBA BARR DISPLAY,,3033 MERCY DRIVE,,ORLANDO,FL,32808,US,,Telephone Number,+18002222702
20180101459,"BARR DISPLAY COMPANY LLC,",DBA BARR DISPLAY,,3033 MERCY DRIVE,,ORLANDO,FL,32808,US,,Facsimile Number,+14072970494
20180101460,EXPEDITORS INTERNATIONAL OF WASHING,SUITE 310 2265 CLEMENTS FERRY ROAD,CHARLESTON SC 29492,UNITED STATES,,,,,,,Telephone Number,7444071 7444071
20180101462,CYPRESS MEDICAL PRODUCTS LLC,"9954 MAYLAND DRIVE, SUITE 4000",RICHMOND VA 23233 US,,,,,,,,,
20180101463,WORLDBRIDGE LOGISTICS,22 CENTURY BLVD SUITE 510,NASHVILLE TN 37214 UNITED STATES,,,,,,,,,
20180101464,KALSEC,3713 WEST MAIN STREET DOCK 70.,KALAMAZOO MI 49005 US,,,,,,,,,
20180101465,"CEVA FREIGHT, LLC",1717 BUSSE ROAD,ELK GROVE VILLAGE IL 60007,UNITED STATES,,,,,,,Telephone Number,2503108 2503108
20180101466,FOX CHAPEL PUBLISHING CO. INC,1970 BROAD STREET,,,,EAST PETERSBURG,PA,17520,US,,,
20180101468,MERCEDES MEDICAL LLC,7590 COMMERCE CT,SARASOTA FL 34243 US,,,,,,,,,
20180101470,EXPEDITORS INTERNATIONAL OF WASHING,SUITE 2400 3101 YORKMONT ROAD,CHARLOTTE NC 28208,UNITED STATES,,,,,,,Telephone Number,3290508 3295386
20180101472,KAL TIRE,#1-26308 TOWNSHIP ROAD 531A,,,,ACHESON,AB,T7X5A3,CA,,,
20180101474,"BLUE OCEAN TRADERS,INC",1455 SOUTH 7TH STREET,LOUISVILLE KY 40208 US,LOUISVILLE KY40208 US,,,,,,,,
20180101475,STONE SHOWCASE INC,1785 ENTERPRISES DR STE B & C,BUFORD GA 30518,USA,,,,,,,,
20180101476,PKD LOGISTICS,"5604 WENDY BAGWELL PARKWAY,","SUITE NO 223 HIRAM,GEORGIA-30141",TEL 6789674444 FAX 7706357621,,,,,,,,
20180101482,FLUX MARINE INTERNATIONAL LTD.,TRIDENT CHAMBERS PO BOX 146,TORTOLA ROAD TOWN,"VIRGIN ISLANDS, BRITISH",,,,,,,,
20180101483,REFLECTING WATERS CORP.,"3411 SILVERSIDE ROAD, TATNALL BUILD",WILMINGTON DELAWARE 19810,USA,,,,,,,,
20180101484,ECHO MARINE VENTURES LLC,"3411 SILVERSIDE ROAD, RODNEY BUILDI",DE 19810 WILMINGTON,USA,,,,,,,,
20180101485,OLIVE DEVELOPMENTS LLC,760 MASTHA DRIVE KEY BISCAYNE,MIAMI FL 33149,USA,,,,,,,,
20180101486,SMOOTH SEAS INC.,"3411 SILVERSIDE ROAD, TATNALL BUILD",DELAWARE 19810 WILMINGTON,USA,,,,,,,,
20180101487,SWAN MARINE VENTURES LTD.,O'NEAL MARKETING ASSOCIATES BUILDIN,PO BOX 4493 ROAD TOWN TORTOLA,"VIRGIN ISLANDS, BRITISH",,,,,,,,
20180101488,THE GREATEST BOAT INC.,"3411 SILVERSIDE ROAD, TATNALL BUILD",DELAWARE 19810 WILMINGTON,USA,,,,,,,,
20180101489,HECNY TRANSPORTATION INC.,19550 S. DOMINGUEZ HILLS DR.,RANCHO DOMINGUEZ CA 90220 UNITED ST,,,,,,,,,
20180101492,SEA CORP LLC,1413 20TH STREET,33139 FL MIAMI BEACH,USA,,,,,,,,
20180101493,"UNITED CARGO MANAGEMENT, INC.","878 WHIPPLE ROAD, SUITE 200","MT. PLEASANT, SC 29464",O: 843.856.1833,,1-8438561833 TEL,EX,1-843856,18,,,
20180101494,AIRLIFT (USA) INC,"988 SHOPPES BOULEVARD,","NORTH BRUNSWICK, NEW","JERSEY, NJ 08902",,1-7326500335 TEL,EX,1-732650,03,,,
20180101495,"JAS FORWARDING (USA), INC. |",CHICAGO OFFICE,1759 LINNEMAN ROAD,"MOUNT PROSPECT, IL 60056",T +1 (847) 725-1000,,,,,,,
20180101496,LOTTE GLOBAL LOGISTICS (USA) INC.,11135 KNOTT AVE. SUITE E&F CYP,CA 90630,,,CA 90630,CA,90630,US,,,
20180101497,GOLDSTAR GLOBAL LOGISTIC.LLC,"99 W.HAWTHORNE AVENUE SUITE 302,","VALLEY STREAM,NY 11580",TEL 516.561.2220,,,,,,,,
20180101498,EASTWAY LOGISTICS USA LLC,"21720 W. LONG GROVE ROAD, SUITE C-2",DEER PARK IL 60010 UNITED STATES,,,,,,,,,
20180101500,DSV AIR & SEA INC DBA DSV,OCEAN TRANSPORT(ORLANDO),"5950 HAZELTINE NATIONAL DR,",SUITE 690 ORLANDO FL 32822,UNITED STATESXX,,,,,,,
20180101501,T.V.S GRANITE,15511 HWY 6,ROSHARON TX 77583 US,,,,,,,,,
20180101502,"UNITED CARGO MANAGEMENT,INC.","19401 SOUTH MAIN ST.,SUITE 202","GARDENA CA,90248",,,"GARDENA CA,90248",CA,90248,US,,,
20180101503,XPO GLOBAL FORWARDING INC,.,5742 S. SEMORAN BLVD ORLANDO FL 328,22 US,,,,,,,,
20180101504,VOGT POWER INTERNATIONAL,13551 TRITON PARK BLVD SUITE 2000,"LOUISVILLE, KENTUCKY","USA, 40223",,,,,,,,
20180101505,VOGT POWER INTERNATIONAL,13551 TRITON PARK BLVD SUITE 2000,"LOUISVILLE, KENTUCKY","USA, 40223",,,,,,,,
20180101506,VOGT POWER INTERNATIONAL,13551 TRITON PARK BLVD SUITE 2000,"LOUISVILLE, KENTUCKY","USA, 40223",,,,,,,,
20180101507,PANALPINA INC.-CHS BSC,"207 EAST BAY ST.CHARLESTON,SC 29401",MAIL ADDRESS:IMPORT.FCL-USA@,PANALPINA.COM.AS AGENTS FOR AND ON,,1-3033714489 TEL,EX,1-303371,46,,,
20180101508,DYNA LOGISTICS,19516 SUSANA ROAD,RANCHO DOMINGUEZ CA 90221 UNITED ST,,,,,,,,,
20180101509,IKEA SUPPLY AG,C/O IKEA DISTRIBUTION SERVICES,202 LITTLE HEARST PARKWAY,"PORT WENTWORTH, GEORGIA 31407-",,1-6092611220 TEL,EX,1-609265,84,,,
20180101510,"FREIGHT CARGO LOGISTICS, INC.",47 TAMARACK CIRCLE,"SKILLMAN, NJ 08558",PHONE 609-688-0052,,,,,,,Telephone Number,FAX 609-688-8662
20180101511,BLU LOGISTICS,BLU GREENSBORO- 1155-10 REVOLUTION,MILL DR- GREENSBORO NC VA 27405,UNITED STATES,,,,,,,,
20180101513,OZARK MATERIALS LLC,"552 OLIVER ROAD; MONTGOMERY, AL,",U.S.,MONTGOMERY AL 36037,USA,,,,,,,
20180101514,OZARK MATERIALS LLC,"552 OLIVER ROAD; MONTGOMERY, AL,",U.S.,MONTGOMERY AL 36037,USA,,,,,,,
20180101515,GABBY HOME,ATTN : WILLIAM WHITE,3140 PELHAM PARKWAY,"PELHAM, AL 35124 USA",,,,,,,,
20180101516,GABBY HOME,ATTN : WILLIAM WHITE,3140 PELHAM PARKWAY,"PELHAM, AL 35124 USA",,,,,,,,
20180101517,SPA NAILS SUPPLY INC,2113 S DIVISION AVE ORLANDO,"ORLANDO, FL 32805 US",,,,,,,,,
20180101518,O.E.C. SHIPPING LOS ANGELES INC.,"13100 ALONDRA BLVD,SUITE 100","CERRITOS, CA 90703 TEL 562 926",7186 FAX 562 926 7183,CERRITOS CA,,,,,,,
20180101519,KION NORTH AMERICA CORPORATION,2450 WEST 5TH NORTH STREET,SUMMERVILLE USA,SC 29483 US,,,,,,,,
20180101520,DHL GLOBAL FORWARDING (BRAZIL),"LTDA, CNPJ: 10.228.777/0001-61",RUA CARNEIRO LOBO 468 SL 302,,,BRAZIL,SP,04705-000,BR,,,
20180101521,HAN FENG INC.,6001-A WEST MARKET STREET,GREENSBORO NC UNITED STATES 27409,,,,,,,,,
20180101522,NATIONAL STONEWORKS LLC,3200 MERIDIAN PKWY,,,,WESTON,FL,33331,US,,Telephone Number,+19543491609
20180101523,"SHALOM INTERNATIONAL CORP.,","8 NICHOLAS COURT, SUITE B","DAYTON, NJ 08810",,,,,,,,,
20180101524,STARLINK FREIGHT SYSTEM SFO INC.,206 UTAH AVE,"SOUTH SAN FRANCISCO,CA 94080 UNITED",STATES,,,,,,,,
20180101526,LAGUNITAS BREWING COMPANY,1280 N MCDOWELL BLVD,"PETALUMA, CA 949954",USA,,,,,,,,
20180101528,TIRECO INC.,"500 W 190TH ST. GARDENA,CA 90248-42",65 TEL: (310) 767-7990 FAX: (310) 2,17-9267,,,,,,,,
20180101529,LOTTE ADVANCED MATERIALS USA INC,6 CENTERPOINTE DR SUITE 100,LA PALMA CA 90623 USA,,,,,,,,Telephone Number,714 443 0966
20180101533,TECHBOARD USA LLC,"TECHBOARD USA, 7509 NW 36TH STREET,","MIAMI, FL, 33166,",,,MIAMI,FL,33166,US,.,Telephone Number,.
20180101534,MR ROBERT BAPTISTE,"ST.GEORGES,GRENADA WI",,,,ST.GEORGES,,,GD,.,Telephone Number,473-405-5808
20180101535,MAKIN MOVES,"1ST AVENUE ARTHUR S LAND,TWEEDSIDE","ROAD,ST.MICHAEL,BARBADOS",,,ST.MICHAEL,,,BB,.,Telephone Number,12468502511
20180101536,MEINL USA LC,3427 AMBROSE AVE,"NASHVILLE, TN 37207 US",,,,,,,,,
20180101537,FORTUNA HARDWARE COMPANY,"417-B WEST FOOTHILL BLVD,SUITE 230","GLENDORA,CALIFORNIA 91741 USA",,,,,,,,,
20180101539,BOSCH SECURITY SYSTEM INC,140 CALIBER RIDGE DRIVE,"GREER, SOUTH CAROLINA 29651",,,GREER,SC,29651,US,,,
20180101540,DELMAR INTERNATIONAL INC.,10636 COTE DE LIESSE,"MONTREAL,QC H8T 1A5",TEL:514-6368800,FAX:514-6361212,,,,,,,
20180101542,COMPOSITE TECHNOLOGY INTERNATIONAL,"1730 I STREET, SUITE 10",SACRAMENTO CA UNITED STATES 95814,,,,,,,,,
20180101543,COMPOSITE TECHNOLOGY INTERNATIONAL,"1730 I STREET, SUITE 10",SACRAMENTO CA UNITED STATES 95814,,,,,,,,,
20180101544,COMPOSITE TECHNOLOGY INTERNATIONAL,"1730 I STREET, SUITE 10",SACRAMENTO CA UNITED STATES 95814,,,,,,,,,
20180101545,COMPOSITE TECHNOLOGY INTERNATIONAL,"1730 I STREET, SUITE 10",SACRAMENTO CA UNITED STATES 95814,,,,,,,,,
20180101546,ECU WORLDWIDE (USA),2401 NW 69TH STREET,33147 MIAMI,U.S.A.,,,,,,,,
20180101547,MINK HAIR LTD,71 RIVERVIEW DRIVE,,,,WAYNE,MI,07470,US,,,
20180101548,MINK HAIR LTD,71 RIVERVIEW DRIVE,,,,WAYNE,MI,07470,US,,,
20180101549,MINK HAIR LTD,71 RIVERVIEW DRIVE,,,,WAYNE,MI,07470,US,,,
20180101550,MINK HAIR LTD,71 RIVERVIEW DRIVE,,,,WAYNE,MI,07470,US,,,
20180101552,LENOVO US FULFILLMENT CENTER,6540 FRANZ WARNER PARKWAY WHITSETT,"NC 27377 ,USA",USA,,WHITSETT,NY,27377,US,,,
20180101553,I4 FURNITURE INC.,DBA: FURNITURE MARKET,"BOX 13732 STN A, ST JOHN,","NL A1B 4G3, CANADA",,,,,,,,
20180101556,I4 FURNITURE INC,"5 KIWANIS ST, ST. JOHN'S NF,",", A1B 0A2 CANADA",,,,,,,,,
20180101557,INDIA MARITIME AGENCY LLC,SUITE 410 80 ROUTE 4 EAST,PARAMUS NJ 07652,UNITED STATES,,,,,,,Telephone Number,5561331 5561331
20180101558,INDIA MARITIME AGENCY LLC,SUITE 410 80 ROUTE 4 EAST,PARAMUS NJ 07652,UNITED STATES,,,,,,,Telephone Number,5561331 5561331
20180101559,BARSAN GLOBAL LOGISTICS INC.,17-09 ZINK PLACE UNIT #5,FAIR LAWN NJ 07410 / USA,OFFICE : 201 773 0730 EXT:217,MIA-IMPORT@BARSAN.COM,,,,,,,
20180101560,BARSAN GLOBAL LOGISTICS INC.,17-09 ZINK PLACE UNIT #5,FAIR LAWN NJ 07410 / USA,OFFICE : 201 773 0730 EXT:217,MIA-IMPORT@BARSAN.COM,,,,,,,
20180101561,DE WELL CONTAINER SHIPPING INC.,"5553 BANDINI BLVD, UNIT A",BELL CA 90201 UNITED STATES,,,,,,,,,
20180101562,ALDI INC USA,1200 N KIRK ROAD,BATAVIA IL 60510 US,,,,,,,,,
20180101563,SCHENKER INC,3644 WINCHESTER RD STE 105,MEMPHIS TN 38118 UNITED STATES,,,,,,,,,
20180101564,"ACME FURNITURE INDUSTRY, INC.",18895 E. ARENTH AVE. CITY OF,"INDUSTRY, CA. 91748, U.S.A.",,,,,,,,,
20180101565,"UPS OCEAN FREIGHT SERVICES, INC",FMC 016871N 3400 NW 74TH AVE SUITE,5 6 MIAMI FL 33122 US,MIAMI FL,,,,,,,,
20180101566,NOVA USA WOOD PRODUCT LLC,"8082 SW NIMBUS AVE, SPACE 6-A",BEAVERTON OR UNITED STATES 97008,,,,,,,,,
20180101567,PANALPINA INC.-BSC CHARLESTON,"207 EAST BAY ST.,SUITE 209","CHARLESTON,SC 29401",AS AGENT FOR AND ON BEHALF OF,,,,,,,Telephone Number,PANTAINER(HK) LTD.
20180101568,HOMESTAR NORTH AMERICA,607 MEACHAM RD,,,,STATESVILLE,NC,28677,US,,,
20180101570,EXPEDITORS INTERNATIONAL OF WASHING,SUITE 2400 3101 YORKMONT ROAD,CHARLOTTE NC 28208,UNITED STATES,,,,,,,Telephone Number,3290508 3295386
20180101571,APEX MARITIME CO. INC.,206 UTAH AVE SOUTH SAN FRANCISCO CA,94080 UNITED STATES,,,,,,,,,
20180101572,ROUND HILL FURNITURE INC.,"3640 ZANE TRACE DRIVE, COLUMBUS,",OH 43228,,,,,,,,,
20180101573,BULLETLINE,6301 E 10TH AVE,,,,HIALEAH,FL,33013,US,,,
20180101575,O.C.S INDUSTRIES,2015 PITKIN AVENUE,BROOKLYN NY 11207,USA,,,,,,,,
20180101576,APEX MARITIME CO. INC.,206 UTAH AVE SOUTH SAN FRANCISCO CA,94080 UNITED STATES,,,,,,,,,
20180101577,MONDI JACKSON INC,14591 STATE HWY 177,JACKSON MO 63755 US,,,,,,,,,
20180101578,UNBRAKO LLC,11939 WOODRUFF AVE,DOWNEY CA 90241,USA,,,,,,,,
20180101579,OEC SHIPPING LOS ANGELES INC,13100 ALONDRA BLVD,"SUITE 100, CERRITOS CA 90703 USA",TEL:5629267186 FAX:5629267183,,,,,,,,
20180101580,OEC FREIGHT NY INC.,"133-33 BROOKVILLE BLVD,ROSEDALE","NY 11422,SUITE 306.",TEL 404-7616900 FAX 404-7612999,,,,,,,,
20180101581,W0MC ARMY GENERAL SUPPLY,DLA DISTRIBUTION RED RIVER,HIGHWAY 82 WEST,TEXARKANA TX 75507-5000,,1-9033341245,,,,,,
20180101583,CRANE WORLDWIDE LOGISTICS-DFW,"2022 MCKENZIE DRIVE, SUITE 120","CARROLLTON, TEXAS, USA 75006",PHNOE : (972) 428-5600,,1-9724285600 TEL,EX,1-972428,55,,,
20180101584,MS INTERNATIONAL INC,2095 N BATAVIA ST ORANGE,CA 92865 USA PH 714 685 7645,ATTN MR SEKAR,,,,,,,Telephone Number,714 685 7500
20180101586,INTERPORT GLOBAL LOGISTICS PVT LTD,17 COTTERS LANE EAST BRUNSWICK NJ 0,8816 - U.S.A. TEL.=(732) 422-3870/7,3/74 FAX.=(732) 422-3878 ]],.,,,,,,,
20180101587,PYRAMID LINES,1717 BUSSE ROAD,ELK GROVE VILLAGE IL 60007,UNITED STATES,,,,,,,Telephone Number,2503101
20180101588,SEA WAY INTERNATIONAL INCORPORATION,"16 W 32ND ST., SUITE 301",NEW YORK NY,UNITED STATES,,,,,,,Telephone Number,2446000 2441007
20180101589,"APEX MARITIME CO., INC.",206 UTAH AVE,"SOUTH SAN FRANCISCO,CA 94080,US",T:+ 650 5892575,F:+ 650 5898861,,,,,,,
20180101590,AVERITT EXPRESS (CORPORATE SERVICE,CENTER),PERIMETER PLACE ONE 518 OLD,"KENTUCKY ROAD 1415 NEAL STREET,","COOKVILLE, TN 38502 @",,,,,,,
20180101591,ATOTECH US INC,1750 OVERVIEW DR,,,,ROCK HILL,SC,,US,,,
20180101592,OK CONTAINER SALES INC.,2707 E. VALLEY BLVD. STE305,WEST COVINA CA 91792,TEL1-626-912-5788,,,,,,,Telephone Number,FAX1-626-912-6188
